ID,Name,Email,Phone,SSN,Transaction_Amount
201,Customer_201,customer_20125@example.com,(555) 799-9653,935-75-6130,$1685.66
202,Customer_202,customer_20226@example.com,(555) 981-1485,403-15-6096,$3136.36
203,Customer_203,customer_20327@example.com,(555) 249-4710,260-59-2868,$3646.94
204,Customer_204,customer_20428@example.com,(555) 644-7256,266-58-9912,$799.16
205,Customer_205,customer_20529@example.com,(555) 172-7417,199-55-6964,$377.65
201,Customer_201,customer_20130@example.com,(555) 799-9653,935-75-6130,$1685.66
202,Customer_202,customer_20231@example.com,(555) 981-1485,403-15-6096,$3136.36
203,Customer_203,customer_20332@example.com,(555) 249-4710,260-59-2868,$3646.94
204,Customer_204,customer_20433@example.com,(555) 644-7256,266-58-9912,$799.16
205,Customer_205,customer_20534@example.com,(555) 172-7417,199-55-6964,$377.65
201,Customer_201,customer_20135@example.com,(555) 799-9653,935-75-6130,$1685.66
202,Customer_202,customer_20236@example.com,(555) 981-1485,403-15-6096,$3136.36
203,Customer_203,customer_20337@example.com,(555) 249-4710,260-59-2868,$3646.94
204,Customer_204,customer_20438@example.com,(555) 644-7256,266-58-9912,$799.16
205,Customer_205,customer_20539@example.com,(555) 172-7417,199-55-6964,$377.65
201,Customer_201,customer_20140@example.com,(555) 799-9653,935-75-6130,$1685.66
202,Customer_202,customer_20241@example.com,(555) 981-1485,403-15-6096,$3136.36
203,Customer_203,customer_20342@example.com,(555) 249-4710,260-59-2868,$3646.94
204,Customer_204,customer_20443@example.com,(555) 644-7256,266-58-9912,$799.16
205,Customer_205,customer_20544@example.com,(555) 172-7417,199-55-6964,$377.65
201,Customer_201,customer_20145@example.com,(555) 799-9653,935-75-6130,$1685.66
202,Customer_202,customer_20246@example.com,(555) 981-1485,403-15-6096,$3136.36
203,Customer_203,customer_20347@example.com,(555) 249-4710,260-59-2868,$3646.94
204,Customer_204,customer_20448@example.com,(555) 644-7256,266-58-9912,$799.16
205,Customer_205,customer_20549@example.com,(555) 172-7417,199-55-6964,$377.65
201,Customer_201,customer_20150@example.com,(555) 799-9653,935-75-6130,$1685.66
202,Customer_202,customer_20251@example.com,(555) 981-1485,403-15-6096,$3136.36
203,Customer_203,customer_20352@example.com,(555) 249-4710,260-59-2868,$3646.94
204,Customer_204,customer_20453@example.com,(555) 644-7256,266-58-9912,$799.16
205,Customer_205,customer_20554@example.com,(555) 172-7417,199-55-6964,$377.65
201,Customer_201,customer_20155@example.com,(555) 799-9653,935-75-6130,$1685.66
202,Customer_202,customer_20256@example.com,(555) 981-1485,403-15-6096,$3136.36
203,Customer_203,customer_20357@example.com,(555) 249-4710,260-59-2868,$3646.94
204,Customer_204,customer_20458@example.com,(555) 644-7256,266-58-9912,$799.16
205,Customer_205,customer_20559@example.com,(555) 172-7417,199-55-6964,$377.65
201,Customer_201,customer_20160@example.com,(555) 799-9653,935-75-6130,$1685.66
202,Customer_202,customer_20261@example.com,(555) 981-1485,403-15-6096,$3136.36
203,Customer_203,customer_20362@example.com,(555) 249-4710,260-59-2868,$3646.94
204,Customer_204,customer_20463@example.com,(555) 644-7256,266-58-9912,$799.16
205,Customer_205,customer_20564@example.com,(555) 172-7417,199-55-6964,$377.65
201,Customer_201,customer_20165@example.com,(555) 799-9653,935-75-6130,$1685.66
202,Customer_202,customer_20266@example.com,(555) 981-1485,403-15-6096,$3136.36
203,Customer_203,customer_20367@example.com,(555) 249-4710,260-59-2868,$3646.94
204,Customer_204,customer_20468@example.com,(555) 644-7256,266-58-9912,$799.16
205,Customer_205,customer_20569@example.com,(555) 172-7417,199-55-6964,$377.65
201,Customer_201,customer_20170@example.com,(555) 799-9653,935-75-6130,$1685.66
202,Customer_202,customer_20271@example.com,(555) 981-1485,403-15-6096,$3136.36
203,Customer_203,customer_20372@example.com,(555) 249-4710,260-59-2868,$3646.94
204,Customer_204,customer_20473@example.com,(555) 644-7256,266-58-9912,$799.16
205,Customer_205,customer_20574@example.com,(555) 172-7417,199-55-6964,$377.65
201,Customer_201,customer_20175@example.com,(555) 799-9653,935-75-6130,$1685.66
202,Customer_202,customer_20276@example.com,(555) 981-1485,403-15-6096,$3136.36
203,Customer_203,customer_20377@example.com,(555) 249-4710,260-59-2868,$3646.94
204,Customer_204,customer_20478@example.com,(555) 644-7256,266-58-9912,$799.16
205,Customer_205,customer_20579@example.com,(555) 172-7417,199-55-6964,$377.65
201,Customer_201,customer_20180@example.com,(555) 799-9653,935-75-6130,$1685.66
202,Customer_202,customer_20281@example.com,(555) 981-1485,403-15-6096,$3136.36
203,Customer_203,customer_20382@example.com,(555) 249-4710,260-59-2868,$3646.94
204,Customer_204,customer_20483@example.com,(555) 644-7256,266-58-9912,$799.16
205,Customer_205,customer_20584@example.com,(555) 172-7417,199-55-6964,$377.65
201,Customer_201,customer_20185@example.com,(555) 799-9653,935-75-6130,$1685.66
202,Customer_202,customer_20286@example.com,(555) 981-1485,403-15-6096,$3136.36
203,Customer_203,customer_20387@example.com,(555) 249-4710,260-59-2868,$3646.94
204,Customer_204,customer_20488@example.com,(555) 644-7256,266-58-9912,$799.16
205,Customer_205,customer_20589@example.com,(555) 172-7417,199-55-6964,$377.65
201,Customer_201,customer_20190@example.com,(555) 799-9653,935-75-6130,$1685.66
202,Customer_202,customer_20291@example.com,(555) 981-1485,403-15-6096,$3136.36
203,Customer_203,customer_20392@example.com,(555) 249-4710,260-59-2868,$3646.94
204,Customer_204,customer_20493@example.com,(555) 644-7256,266-58-9912,$799.16
205,Customer_205,customer_20594@example.com,(555) 172-7417,199-55-6964,$377.65
201,Customer_201,customer_20195@example.com,(555) 799-9653,935-75-6130,$1685.66
202,Customer_202,customer_20296@example.com,(555) 981-1485,403-15-6096,$3136.36
203,Customer_203,customer_20397@example.com,(555) 249-4710,260-59-2868,$3646.94
204,Customer_204,customer_20498@example.com,(555) 644-7256,266-58-9912,$799.16
205,Customer_205,customer_20599@example.com,(555) 172-7417,199-55-6964,$377.65
