ID,Name,Email,Phone,SSN,Transaction_Amount
403,Customer_403,customer_40352@example.com,(555) 728-5661,471-62-4222,$3022.7
404,Customer_404,customer_40453@example.com,(555) 315-9981,416-36-3224,$2508.37
405,Customer_405,customer_40554@example.com,(555) 459-8989,554-89-8551,$3246.09
401,Customer_401,customer_40155@example.com,(555) 777-9315,966-26-8716,$3461.67
402,Customer_402,customer_40256@example.com,(555) 429-3684,535-37-1379,$696.78
403,Customer_403,customer_40357@example.com,(555) 728-5661,471-62-4222,$3022.7
404,Customer_404,customer_40458@example.com,(555) 315-9981,416-36-3224,$2508.37
405,Customer_405,customer_40559@example.com,(555) 459-8989,554-89-8551,$3246.09
401,Customer_401,customer_40160@example.com,(555) 777-9315,966-26-8716,$3461.67
402,Customer_402,customer_40261@example.com,(555) 429-3684,535-37-1379,$696.78
403,Customer_403,customer_40362@example.com,(555) 728-5661,471-62-4222,$3022.7
404,Customer_404,customer_40463@example.com,(555) 315-9981,416-36-3224,$2508.37
405,Customer_405,customer_40564@example.com,(555) 459-8989,554-89-8551,$3246.09
401,Customer_401,customer_40165@example.com,(555) 777-9315,966-26-8716,$3461.67
402,Customer_402,customer_40266@example.com,(555) 429-3684,535-37-1379,$696.78
403,Customer_403,customer_40367@example.com,(555) 728-5661,471-62-4222,$3022.7
404,Customer_404,customer_40468@example.com,(555) 315-9981,416-36-3224,$2508.37
405,Customer_405,customer_40569@example.com,(555) 459-8989,554-89-8551,$3246.09
401,Customer_401,customer_40170@example.com,(555) 777-9315,966-26-8716,$3461.67
402,Customer_402,customer_40271@example.com,(555) 429-3684,535-37-1379,$696.78
403,Customer_403,customer_40372@example.com,(555) 728-5661,471-62-4222,$3022.7
404,Customer_404,customer_40473@example.com,(555) 315-9981,416-36-3224,$2508.37
405,Customer_405,customer_40574@example.com,(555) 459-8989,554-89-8551,$3246.09
401,Customer_401,customer_40175@example.com,(555) 777-9315,966-26-8716,$3461.67
402,Customer_402,customer_40276@example.com,(555) 429-3684,535-37-1379,$696.78
403,Customer_403,customer_40377@example.com,(555) 728-5661,471-62-4222,$3022.7
404,Customer_404,customer_40478@example.com,(555) 315-9981,416-36-3224,$2508.37
405,Customer_405,customer_40579@example.com,(555) 459-8989,554-89-8551,$3246.09
401,Customer_401,customer_40180@example.com,(555) 777-9315,966-26-8716,$3461.67
402,Customer_402,customer_40281@example.com,(555) 429-3684,535-37-1379,$696.78
403,Customer_403,customer_40382@example.com,(555) 728-5661,471-62-4222,$3022.7
404,Customer_404,customer_40483@example.com,(555) 315-9981,416-36-3224,$2508.37
405,Customer_405,customer_40584@example.com,(555) 459-8989,554-89-8551,$3246.09
401,Customer_401,customer_40185@example.com,(555) 777-9315,966-26-8716,$3461.67
402,Customer_402,customer_40286@example.com,(555) 429-3684,535-37-1379,$696.78
403,Customer_403,customer_40387@example.com,(555) 728-5661,471-62-4222,$3022.7
404,Customer_404,customer_40488@example.com,(555) 315-9981,416-36-3224,$2508.37
405,Customer_405,customer_40589@example.com,(555) 459-8989,554-89-8551,$3246.09
401,Customer_401,customer_40190@example.com,(555) 777-9315,966-26-8716,$3461.67
402,Customer_402,customer_40291@example.com,(555) 429-3684,535-37-1379,$696.78
403,Customer_403,customer_40392@example.com,(555) 728-5661,471-62-4222,$3022.7
404,Customer_404,customer_40493@example.com,(555) 315-9981,416-36-3224,$2508.37
405,Customer_405,customer_40594@example.com,(555) 459-8989,554-89-8551,$3246.09
401,Customer_401,customer_40195@example.com,(555) 777-9315,966-26-8716,$3461.67
402,Customer_402,customer_40296@example.com,(555) 429-3684,535-37-1379,$696.78
403,Customer_403,customer_40397@example.com,(555) 728-5661,471-62-4222,$3022.7
404,Customer_404,customer_40498@example.com,(555) 315-9981,416-36-3224,$2508.37
405,Customer_405,customer_40599@example.com,(555) 459-8989,554-89-8551,$3246.09
