CompanyName,CEO,WorkPhone,AnnualRevenue
FinanceHub_58,Jamie Dimon_58,1-877-555-0377_58,$100000058
RetailGiant_59,Jeff Bezos_59,1-866-555-0466_59,$75000059
TechCorp_60,Elon Musk_60,1-800-555-0199_60,$50000060
HealthPlus_61,Tim Cook_61,1-888-555-0288_61,$25000061
FinanceHub_62,Jamie Dimon_62,1-877-555-0377_62,$100000062
RetailGiant_63,Jeff Bezos_63,1-866-555-0466_63,$75000063
TechCorp_64,Elon Musk_64,1-800-555-0199_64,$50000064
HealthPlus_65,Tim Cook_65,1-888-555-0288_65,$25000065
FinanceHub_66,Jamie Dimon_66,1-877-555-0377_66,$100000066
RetailGiant_67,Jeff Bezos_67,1-866-555-0466_67,$75000067
TechCorp_68,Elon Musk_68,1-800-555-0199_68,$50000068
HealthPlus_69,Tim Cook_69,1-888-555-0288_69,$25000069
FinanceHub_70,Jamie Dimon_70,1-877-555-0377_70,$100000070
RetailGiant_71,Jeff Bezos_71,1-866-555-0466_71,$75000071
TechCorp_72,Elon Musk_72,1-800-555-0199_72,$50000072
HealthPlus_73,Tim Cook_73,1-888-555-0288_73,$25000073
FinanceHub_74,Jamie Dimon_74,1-877-555-0377_74,$100000074
RetailGiant_75,Jeff Bezos_75,1-866-555-0466_75,$75000075
TechCorp_76,Elon Musk_76,1-800-555-0199_76,$50000076
HealthPlus_77,Tim Cook_77,1-888-555-0288_77,$25000077
FinanceHub_78,Jamie Dimon_78,1-877-555-0377_78,$100000078
RetailGiant_79,Jeff Bezos_79,1-866-555-0466_79,$75000079
TechCorp_80,Elon Musk_80,1-800-555-0199_80,$50000080
HealthPlus_81,Tim Cook_81,1-888-555-0288_81,$25000081
FinanceHub_82,Jamie Dimon_82,1-877-555-0377_82,$100000082
RetailGiant_83,Jeff Bezos_83,1-866-555-0466_83,$75000083
TechCorp_84,Elon Musk_84,1-800-555-0199_84,$50000084
HealthPlus_85,Tim Cook_85,1-888-555-0288_85,$25000085
FinanceHub_86,Jamie Dimon_86,1-877-555-0377_86,$100000086
RetailGiant_87,Jeff Bezos_87,1-866-555-0466_87,$75000087
TechCorp_88,Elon Musk_88,1-800-555-0199_88,$50000088
HealthPlus_89,Tim Cook_89,1-888-555-0288_89,$25000089
FinanceHub_90,Jamie Dimon_90,1-877-555-0377_90,$100000090
RetailGiant_91,Jeff Bezos_91,1-866-555-0466_91,$75000091
TechCorp_92,Elon Musk_92,1-800-555-0199_92,$50000092
HealthPlus_93,Tim Cook_93,1-888-555-0288_93,$25000093
FinanceHub_94,Jamie Dimon_94,1-877-555-0377_94,$100000094
RetailGiant_95,Jeff Bezos_95,1-866-555-0466_95,$75000095
TechCorp_96,Elon Musk_96,1-800-555-0199_96,$50000096
HealthPlus_97,Tim Cook_97,1-888-555-0288_97,$25000097
FinanceHub_98,Jamie Dimon_98,1-877-555-0377_98,$100000098
RetailGiant_99,Jeff Bezos_99,1-866-555-0466_99,$75000099
TechCorp_100,Elon Musk_100,1-800-555-0199_100,$50000100
