ID,Name,Email,Phone,SSN,Transaction_Amount
3,Customer_3,customer_342@example.com,(555) 585-8160,897-64-7617,$1935.73
4,Customer_4,customer_443@example.com,(555) 908-5820,279-72-7416,$1501.9
5,Customer_5,customer_544@example.com,(555) 152-4627,911-14-7053,$4875.25
1,Customer_1,customer_145@example.com,(555) 726-5772,546-84-1172,$3404.03
2,Customer_2,customer_246@example.com,(555) 866-3872,898-11-9676,$4389.51
3,Customer_3,customer_347@example.com,(555) 585-8160,897-64-7617,$1935.73
4,Customer_4,customer_448@example.com,(555) 908-5820,279-72-7416,$1501.9
5,Customer_5,customer_549@example.com,(555) 152-4627,911-14-7053,$4875.25
1,Customer_1,customer_150@example.com,(555) 726-5772,546-84-1172,$3404.03
2,Customer_2,customer_251@example.com,(555) 866-3872,898-11-9676,$4389.51
3,Customer_3,customer_352@example.com,(555) 585-8160,897-64-7617,$1935.73
4,Customer_4,customer_453@example.com,(555) 908-5820,279-72-7416,$1501.9
5,Customer_5,customer_554@example.com,(555) 152-4627,911-14-7053,$4875.25
1,Customer_1,customer_155@example.com,(555) 726-5772,546-84-1172,$3404.03
2,Customer_2,customer_256@example.com,(555) 866-3872,898-11-9676,$4389.51
3,Customer_3,customer_357@example.com,(555) 585-8160,897-64-7617,$1935.73
4,Customer_4,customer_458@example.com,(555) 908-5820,279-72-7416,$1501.9
5,Customer_5,customer_559@example.com,(555) 152-4627,911-14-7053,$4875.25
1,Customer_1,customer_160@example.com,(555) 726-5772,546-84-1172,$3404.03
2,Customer_2,customer_261@example.com,(555) 866-3872,898-11-9676,$4389.51
3,Customer_3,customer_362@example.com,(555) 585-8160,897-64-7617,$1935.73
4,Customer_4,customer_463@example.com,(555) 908-5820,279-72-7416,$1501.9
5,Customer_5,customer_564@example.com,(555) 152-4627,911-14-7053,$4875.25
1,Customer_1,customer_165@example.com,(555) 726-5772,546-84-1172,$3404.03
2,Customer_2,customer_266@example.com,(555) 866-3872,898-11-9676,$4389.51
3,Customer_3,customer_367@example.com,(555) 585-8160,897-64-7617,$1935.73
4,Customer_4,customer_468@example.com,(555) 908-5820,279-72-7416,$1501.9
5,Customer_5,customer_569@example.com,(555) 152-4627,911-14-7053,$4875.25
1,Customer_1,customer_170@example.com,(555) 726-5772,546-84-1172,$3404.03
2,Customer_2,customer_271@example.com,(555) 866-3872,898-11-9676,$4389.51
3,Customer_3,customer_372@example.com,(555) 585-8160,897-64-7617,$1935.73
4,Customer_4,customer_473@example.com,(555) 908-5820,279-72-7416,$1501.9
5,Customer_5,customer_574@example.com,(555) 152-4627,911-14-7053,$4875.25
1,Customer_1,customer_175@example.com,(555) 726-5772,546-84-1172,$3404.03
2,Customer_2,customer_276@example.com,(555) 866-3872,898-11-9676,$4389.51
3,Customer_3,customer_377@example.com,(555) 585-8160,897-64-7617,$1935.73
4,Customer_4,customer_478@example.com,(555) 908-5820,279-72-7416,$1501.9
5,Customer_5,customer_579@example.com,(555) 152-4627,911-14-7053,$4875.25
1,Customer_1,customer_180@example.com,(555) 726-5772,546-84-1172,$3404.03
2,Customer_2,customer_281@example.com,(555) 866-3872,898-11-9676,$4389.51
3,Customer_3,customer_382@example.com,(555) 585-8160,897-64-7617,$1935.73
4,Customer_4,customer_483@example.com,(555) 908-5820,279-72-7416,$1501.9
5,Customer_5,customer_584@example.com,(555) 152-4627,911-14-7053,$4875.25
1,Customer_1,customer_185@example.com,(555) 726-5772,546-84-1172,$3404.03
2,Customer_2,customer_286@example.com,(555) 866-3872,898-11-9676,$4389.51
3,Customer_3,customer_387@example.com,(555) 585-8160,897-64-7617,$1935.73
4,Customer_4,customer_488@example.com,(555) 908-5820,279-72-7416,$1501.9
5,Customer_5,customer_589@example.com,(555) 152-4627,911-14-7053,$4875.25
1,Customer_1,customer_190@example.com,(555) 726-5772,546-84-1172,$3404.03
2,Customer_2,customer_291@example.com,(555) 866-3872,898-11-9676,$4389.51
3,Customer_3,customer_392@example.com,(555) 585-8160,897-64-7617,$1935.73
4,Customer_4,customer_493@example.com,(555) 908-5820,279-72-7416,$1501.9
5,Customer_5,customer_594@example.com,(555) 152-4627,911-14-7053,$4875.25
1,Customer_1,customer_195@example.com,(555) 726-5772,546-84-1172,$3404.03
2,Customer_2,customer_296@example.com,(555) 866-3872,898-11-9676,$4389.51
3,Customer_3,customer_397@example.com,(555) 585-8160,897-64-7617,$1935.73
4,Customer_4,customer_498@example.com,(555) 908-5820,279-72-7416,$1501.9
5,Customer_5,customer_599@example.com,(555) 152-4627,911-14-7053,$4875.25
