ID,Name,Email,Phone,SSN,Transaction_Amount
704,Customer_704,customer_70458@example.com,(555) 581-9188,681-71-1622,$2425.49
705,Customer_705,customer_70559@example.com,(555) 899-3833,668-95-6179,$2466.06
701,Customer_701,customer_70160@example.com,(555) 734-1861,278-47-9067,$1737.7
702,Customer_702,customer_70261@example.com,(555) 179-8444,853-39-5909,$430.01
703,Customer_703,customer_70362@example.com,(555) 499-6051,717-34-1874,$1259.47
704,Customer_704,customer_70463@example.com,(555) 581-9188,681-71-1622,$2425.49
705,Customer_705,customer_70564@example.com,(555) 899-3833,668-95-6179,$2466.06
701,Customer_701,customer_70165@example.com,(555) 734-1861,278-47-9067,$1737.7
702,Customer_702,customer_70266@example.com,(555) 179-8444,853-39-5909,$430.01
703,Customer_703,customer_70367@example.com,(555) 499-6051,717-34-1874,$1259.47
704,Customer_704,customer_70468@example.com,(555) 581-9188,681-71-1622,$2425.49
705,Customer_705,customer_70569@example.com,(555) 899-3833,668-95-6179,$2466.06
701,Customer_701,customer_70170@example.com,(555) 734-1861,278-47-9067,$1737.7
702,Customer_702,customer_70271@example.com,(555) 179-8444,853-39-5909,$430.01
703,Customer_703,customer_70372@example.com,(555) 499-6051,717-34-1874,$1259.47
704,Customer_704,customer_70473@example.com,(555) 581-9188,681-71-1622,$2425.49
705,Customer_705,customer_70574@example.com,(555) 899-3833,668-95-6179,$2466.06
701,Customer_701,customer_70175@example.com,(555) 734-1861,278-47-9067,$1737.7
702,Customer_702,customer_70276@example.com,(555) 179-8444,853-39-5909,$430.01
703,Customer_703,customer_70377@example.com,(555) 499-6051,717-34-1874,$1259.47
704,Customer_704,customer_70478@example.com,(555) 581-9188,681-71-1622,$2425.49
705,Customer_705,customer_70579@example.com,(555) 899-3833,668-95-6179,$2466.06
701,Customer_701,customer_70180@example.com,(555) 734-1861,278-47-9067,$1737.7
702,Customer_702,customer_70281@example.com,(555) 179-8444,853-39-5909,$430.01
703,Customer_703,customer_70382@example.com,(555) 499-6051,717-34-1874,$1259.47
704,Customer_704,customer_70483@example.com,(555) 581-9188,681-71-1622,$2425.49
705,Customer_705,customer_70584@example.com,(555) 899-3833,668-95-6179,$2466.06
701,Customer_701,customer_70185@example.com,(555) 734-1861,278-47-9067,$1737.7
702,Customer_702,customer_70286@example.com,(555) 179-8444,853-39-5909,$430.01
703,Customer_703,customer_70387@example.com,(555) 499-6051,717-34-1874,$1259.47
704,Customer_704,customer_70488@example.com,(555) 581-9188,681-71-1622,$2425.49
705,Customer_705,customer_70589@example.com,(555) 899-3833,668-95-6179,$2466.06
701,Customer_701,customer_70190@example.com,(555) 734-1861,278-47-9067,$1737.7
702,Customer_702,customer_70291@example.com,(555) 179-8444,853-39-5909,$430.01
703,Customer_703,customer_70392@example.com,(555) 499-6051,717-34-1874,$1259.47
704,Customer_704,customer_70493@example.com,(555) 581-9188,681-71-1622,$2425.49
705,Customer_705,customer_70594@example.com,(555) 899-3833,668-95-6179,$2466.06
701,Customer_701,customer_70195@example.com,(555) 734-1861,278-47-9067,$1737.7
702,Customer_702,customer_70296@example.com,(555) 179-8444,853-39-5909,$430.01
703,Customer_703,customer_70397@example.com,(555) 499-6051,717-34-1874,$1259.47
704,Customer_704,customer_70498@example.com,(555) 581-9188,681-71-1622,$2425.49
705,Customer_705,customer_70599@example.com,(555) 899-3833,668-95-6179,$2466.06
