ID,Name,Email,Phone,SSN,Transaction_Amount
105,Customer_105,customer_10584@example.com,(555) 791-7684,593-72-3128,$44.05
101,Customer_101,customer_10185@example.com,(555) 307-1580,512-79-5201,$4093.38
102,Customer_102,customer_10286@example.com,(555) 432-6110,770-22-6095,$2208.18
103,Customer_103,customer_10387@example.com,(555) 741-6013,419-61-3508,$2204.91
104,Customer_104,customer_10488@example.com,(555) 989-5848,607-23-8691,$164.24
105,Customer_105,customer_10589@example.com,(555) 791-7684,593-72-3128,$44.05
101,Customer_101,customer_10190@example.com,(555) 307-1580,512-79-5201,$4093.38
102,Customer_102,customer_10291@example.com,(555) 432-6110,770-22-6095,$2208.18
103,Customer_103,customer_10392@example.com,(555) 741-6013,419-61-3508,$2204.91
104,Customer_104,customer_10493@example.com,(555) 989-5848,607-23-8691,$164.24
105,Customer_105,customer_10594@example.com,(555) 791-7684,593-72-3128,$44.05
101,Customer_101,customer_10195@example.com,(555) 307-1580,512-79-5201,$4093.38
102,Customer_102,customer_10296@example.com,(555) 432-6110,770-22-6095,$2208.18
103,Customer_103,customer_10397@example.com,(555) 741-6013,419-61-3508,$2204.91
104,Customer_104,customer_10498@example.com,(555) 989-5848,607-23-8691,$164.24
105,Customer_105,customer_10599@example.com,(555) 791-7684,593-72-3128,$44.05
