ID,Name,Email,Phone,SSN,Transaction_Amount
603,Customer_603,customer_60332@example.com,(555) 585-5702,413-69-8312,$4934.6
604,Customer_604,customer_60433@example.com,(555) 559-5756,500-55-2841,$4137.98
605,Customer_605,customer_60534@example.com,(555) 848-1469,397-18-2384,$4800.35
601,Customer_601,customer_60135@example.com,(555) 542-1937,849-53-3046,$3826.5
602,Customer_602,customer_60236@example.com,(555) 895-1857,918-10-4203,$2380.31
603,Customer_603,customer_60337@example.com,(555) 585-5702,413-69-8312,$4934.6
604,Customer_604,customer_60438@example.com,(555) 559-5756,500-55-2841,$4137.98
605,Customer_605,customer_60539@example.com,(555) 848-1469,397-18-2384,$4800.35
601,Customer_601,customer_60140@example.com,(555) 542-1937,849-53-3046,$3826.5
602,Customer_602,customer_60241@example.com,(555) 895-1857,918-10-4203,$2380.31
603,Customer_603,customer_60342@example.com,(555) 585-5702,413-69-8312,$4934.6
604,Customer_604,customer_60443@example.com,(555) 559-5756,500-55-2841,$4137.98
605,Customer_605,customer_60544@example.com,(555) 848-1469,397-18-2384,$4800.35
601,Customer_601,customer_60145@example.com,(555) 542-1937,849-53-3046,$3826.5
602,Customer_602,customer_60246@example.com,(555) 895-1857,918-10-4203,$2380.31
603,Customer_603,customer_60347@example.com,(555) 585-5702,413-69-8312,$4934.6
604,Customer_604,customer_60448@example.com,(555) 559-5756,500-55-2841,$4137.98
605,Customer_605,customer_60549@example.com,(555) 848-1469,397-18-2384,$4800.35
601,Customer_601,customer_60150@example.com,(555) 542-1937,849-53-3046,$3826.5
602,Customer_602,customer_60251@example.com,(555) 895-1857,918-10-4203,$2380.31
603,Customer_603,customer_60352@example.com,(555) 585-5702,413-69-8312,$4934.6
604,Customer_604,customer_60453@example.com,(555) 559-5756,500-55-2841,$4137.98
605,Customer_605,customer_60554@example.com,(555) 848-1469,397-18-2384,$4800.35
601,Customer_601,customer_60155@example.com,(555) 542-1937,849-53-3046,$3826.5
602,Customer_602,customer_60256@example.com,(555) 895-1857,918-10-4203,$2380.31
603,Customer_603,customer_60357@example.com,(555) 585-5702,413-69-8312,$4934.6
604,Customer_604,customer_60458@example.com,(555) 559-5756,500-55-2841,$4137.98
605,Customer_605,customer_60559@example.com,(555) 848-1469,397-18-2384,$4800.35
601,Customer_601,customer_60160@example.com,(555) 542-1937,849-53-3046,$3826.5
602,Customer_602,customer_60261@example.com,(555) 895-1857,918-10-4203,$2380.31
603,Customer_603,customer_60362@example.com,(555) 585-5702,413-69-8312,$4934.6
604,Customer_604,customer_60463@example.com,(555) 559-5756,500-55-2841,$4137.98
605,Customer_605,customer_60564@example.com,(555) 848-1469,397-18-2384,$4800.35
601,Customer_601,customer_60165@example.com,(555) 542-1937,849-53-3046,$3826.5
602,Customer_602,customer_60266@example.com,(555) 895-1857,918-10-4203,$2380.31
603,Customer_603,customer_60367@example.com,(555) 585-5702,413-69-8312,$4934.6
604,Customer_604,customer_60468@example.com,(555) 559-5756,500-55-2841,$4137.98
605,Customer_605,customer_60569@example.com,(555) 848-1469,397-18-2384,$4800.35
601,Customer_601,customer_60170@example.com,(555) 542-1937,849-53-3046,$3826.5
602,Customer_602,customer_60271@example.com,(555) 895-1857,918-10-4203,$2380.31
603,Customer_603,customer_60372@example.com,(555) 585-5702,413-69-8312,$4934.6
604,Customer_604,customer_60473@example.com,(555) 559-5756,500-55-2841,$4137.98
605,Customer_605,customer_60574@example.com,(555) 848-1469,397-18-2384,$4800.35
601,Customer_601,customer_60175@example.com,(555) 542-1937,849-53-3046,$3826.5
602,Customer_602,customer_60276@example.com,(555) 895-1857,918-10-4203,$2380.31
603,Customer_603,customer_60377@example.com,(555) 585-5702,413-69-8312,$4934.6
604,Customer_604,customer_60478@example.com,(555) 559-5756,500-55-2841,$4137.98
605,Customer_605,customer_60579@example.com,(555) 848-1469,397-18-2384,$4800.35
601,Customer_601,customer_60180@example.com,(555) 542-1937,849-53-3046,$3826.5
602,Customer_602,customer_60281@example.com,(555) 895-1857,918-10-4203,$2380.31
603,Customer_603,customer_60382@example.com,(555) 585-5702,413-69-8312,$4934.6
604,Customer_604,customer_60483@example.com,(555) 559-5756,500-55-2841,$4137.98
605,Customer_605,customer_60584@example.com,(555) 848-1469,397-18-2384,$4800.35
601,Customer_601,customer_60185@example.com,(555) 542-1937,849-53-3046,$3826.5
602,Customer_602,customer_60286@example.com,(555) 895-1857,918-10-4203,$2380.31
603,Customer_603,customer_60387@example.com,(555) 585-5702,413-69-8312,$4934.6
604,Customer_604,customer_60488@example.com,(555) 559-5756,500-55-2841,$4137.98
605,Customer_605,customer_60589@example.com,(555) 848-1469,397-18-2384,$4800.35
601,Customer_601,customer_60190@example.com,(555) 542-1937,849-53-3046,$3826.5
602,Customer_602,customer_60291@example.com,(555) 895-1857,918-10-4203,$2380.31
603,Customer_603,customer_60392@example.com,(555) 585-5702,413-69-8312,$4934.6
604,Customer_604,customer_60493@example.com,(555) 559-5756,500-55-2841,$4137.98
605,Customer_605,customer_60594@example.com,(555) 848-1469,397-18-2384,$4800.35
601,Customer_601,customer_60195@example.com,(555) 542-1937,849-53-3046,$3826.5
602,Customer_602,customer_60296@example.com,(555) 895-1857,918-10-4203,$2380.31
603,Customer_603,customer_60397@example.com,(555) 585-5702,413-69-8312,$4934.6
604,Customer_604,customer_60498@example.com,(555) 559-5756,500-55-2841,$4137.98
605,Customer_605,customer_60599@example.com,(555) 848-1469,397-18-2384,$4800.35
